,AB123LG,AB123TW,AL109SL,AL71FS,B191DS,B67EU,B781BF,B782EX,BD112BZ,BH177AG,BN236QH,BS107UB,BS118DT,BS375YS,BT294JT,BT39JN,BT39PF,BT635QD,CA30PP,CA64SE,CB13EZ,CF313BG,CF729EW,CH52NW,CH52UA,CM241FE,CM241QJ,CR04GN,CV107SA,CV230XF,CV34PF,CV65RY,CV92RY,CW122PR,DA15BS,DA26QP,DD24UH,DE554QQ,DE742SE,DE742TG,DE742TR,DE742TZ,DG165JN,DG98RF,DG98RG,DH21AE,DL21NL,DL62PJ,DN147SE,DUBLIN,DY117FL,DY117PT,EH114XX,EH120AL,EH129EB,EH129SB,EH530TN,EX28NY,EX28RL,EX51EW,G328NB,G689HE,G698GD,GL103EZ,GL22AD,HG45NB,IP39SL,LE103BQ,LE103FF,LL651DQ,LN106YQ,LN24JB,LS101RZ,LS150BF,LS277JU,LS286QP,LU11XL,M300SF,M445BP,M905QL,ME80PP,MK150DQ,MK439AA,ML15SQ,ML43LU,NE110UX,NE244RF,NG150DJ,NN141UA,NN36FL,NN49FJ,NN86TZ,NR24HJ,NW10QA,OL164FW,OX163JU,OX51HP,PA48DJ,PH13UG,PL311EP,PL312RQ,PL67BQ,PO144LW,PR58AN,PR77DW,RG18HW,RH109ZX,S601FH,SA54HF,SM39QN,SN34AJ,SO150LP,SS179FD,SS54JH,ST48GR,ST57EF,SY13AS,TF16AH,TN126UU,TN91QF,TS213EE,TS21RA,W30TH,WA119TY,WA14RW,WA54AH,WF129AP,YO266QS
BN236QH,611.5998167508001,611.1217960405,100.5507523168,101.2820438467,195.7755473813,195.4231678872,196.7350684795,194.96950492009998,267.4600749334,120.4886214567,0.0,178.2188340505,182.66778827340002,170.4529392925,532.0915448006,527.4832089161999,527.3773272978001,507.2720608105,388.4470359321,388.59504650430006,118.05235003989999,224.6246844435,217.354954429,288.35696807470003,288.6209264755,94.7235972159,94.6174670491,63.931992270600006,182.5027521358,168.9909776037,176.3275671378,178.0037154103,186.382095563,258.8670732373,58.0691704743,59.014462176600006,546.6681006783,221.5526883566,200.5684925898,197.5007218257,198.8481027021,197.2052599152,394.770045091,488.3513759976,489.93164672480003,338.30544095,314.2638513148,299.1202322625,254.92285867770002,659.9906989404,198.917634117,198.8883054058,447.0699722416,449.99116158680005,447.5863936797,448.51267142940003,476.3408338015,199.3125775246,196.6294975466,190.7005618759,475.1952120888,479.70916171830004,476.5699332892,175.4462766485,176.6797602206,285.51823466120004,126.7097257716,177.7715090676,175.8783159048,350.0504091807,206.6715985518,216.8394029103,261.9213602507,264.0479403611,265.1125974325,268.97833283479997,117.76509022660001,280.096648412,272.6521267352,268.74705854859997,55.499055744100005,133.12277158839998,135.5822201435,475.8219890165,471.4710250003,343.3864537541,359.5803762077,215.676631358,165.38454031970002,153.939694282,149.96428689820002,159.3285964166,172.2703873304,73.1057273033,295.8784154813,145.9689335053,131.5653051769,486.53560566140004,528.4044535608,259.5137961741,257.8209330217,238.4730556463,79.1355736244,294.5406658554,294.53519779059997,101.54861200570001,45.4612421988,245.396806288,251.82283875870002,63.8031199252,141.64040098220002,93.09293330060001,71.1398337335,82.8464012364,235.876781197,238.08059772270002,237.18501570040002,227.6735033921,36.602355851800006,35.8856665404,324.2233721141,314.6797349251,96.520664285,276.7227902933,268.8961254515,274.978415485,270.1900062848,273.6621031586
BS107UB,497.6718788605,497.19385815019996,131.4524642033,134.8198600636,83.5593623218,86.82367273320001,102.2257821215,100.46021856210001,205.4485540125,79.3191887549,179.107705266,0.0,5.9447806312,12.6309811396,418.1636069103,413.5552710259,413.4493894075,393.3440607831,274.5190980418,274.667108614,155.8248717589,53.781834848500004,46.5120426969,174.4290301844,174.6929264481,163.125421775,163.0192916082,127.080932807,103.9023032166,102.0300502565,89.6022574339,89.7212499804,105.0526473489,144.9390732099,151.24263345650002,152.1878630217,432.740162788,143.48699132000002,122.9067488403,123.679547953,122.43177284789999,123.3840860425,280.8421072007,374.42343810730006,376.0037088345,281.803554549,257.7619649138,242.61834586150002,198.35877303959998,546.0627610501,71.236456924,71.4410743943,364.279370121,367.2004973291,364.7957915591,369.3096790515,362.4128959112,82.3339565727,79.6508765947,79.7202837354,361.2672120614,365.781223828,362.6419953989,25.5446239471,26.5382583132,229.0163482602,210.9900648647,100.1660615307,100.4131186403,236.12247129040003,181.77997338859998,169.7910549033,199.8810698525,202.0077121,203.10107651159998,206.96681191390002,136.504024022,166.1687105217,158.7241888449,154.8191206583,163.79631604370002,113.6363906171,123.2964105944,361.89398898909997,357.54308711,286.8845673531,303.0784898067,141.87142672000002,124.6512479228,116.0169250552,111.58648768810001,124.9412417685,217.0593682443,120.9279928908,181.950477591,78.3488558013,75.72437110860001,372.6076677711,414.4765156705,142.5351130851,140.8422499327,121.4944346944,110.2451341104,180.612665828,180.6072599003,78.82774643100001,137.1006644562,171.59166378709998,80.9799891637,123.493758024,49.308833567899995,104.195217506,164.3132967157,174.61761628290003,121.94878116960001,124.1526598324,123.2570778101,101.3709620368,156.6384328092,150.9351790857,267.7214857131,258.1778485241,115.3567805048,162.794852403,154.9681875612,161.0504775947,196.38480164679999,217.16021675759998
BS118DT,501.93305476719996,501.455096194,135.7137022471,139.0810981074,87.8205382285,91.0848486399,106.4870201653,104.7214566059,209.7097920563,83.5803646616,183.36888117270001,6.0015739406,0.0,16.8921570463,422.424782817,417.8164469326,417.7105653142,397.6052988269,278.7802739485,278.9282845207,160.0860476656,51.8253239808,44.5555939663,178.69020609109998,178.95416449190003,167.38665981879998,167.280529652,131.3421708508,108.1635412604,106.2912883003,93.86349547770001,93.98248802420001,109.3138232556,149.20031125370002,155.5038715003,156.4491010655,437.0014008318,147.74816722670002,127.167924747,127.94078599679999,126.69301089170001,127.6453240863,285.1033452445,378.6846761511,380.2649468783,286.0647304557,262.02314082050003,246.8795839053,202.62001108340002,550.3239369568,75.4976949678,75.70231243810001,368.5405460277,371.4617353729,369.0569674658,373.57091709530005,366.674133955,80.0568804061,77.37380042810001,77.4432075688,365.5283879681,370.0423997347,366.9031713056,29.805861990900002,30.799496357,233.277586304,215.2513029085,104.4272374374,104.6743566841,240.3836471971,186.04121143240002,174.0522929471,204.1423078963,206.26888800670002,207.3622524183,211.22804995770002,140.7651999287,170.4299485655,162.9854268887,159.0803587021,168.0575540875,117.8976286609,127.5576486382,366.15522703290003,361.80432515380005,291.1457432598,307.3397278505,146.13260262670002,128.9124859666,120.2781009619,115.8477257319,129.2024798123,221.32060628809998,125.1892309346,186.2116534977,82.61009384510001,79.9856091524,376.8689058149,418.7376915772,140.2580990556,138.5652359032,119.2173585278,114.50637215420001,184.8739038718,184.868435807,83.0889844748,141.3619025,175.8528396938,79.02347829600001,127.7549960678,53.5700716117,108.4564555498,168.5745347595,178.87879218959998,126.2100192134,128.4138357391,127.51831585389999,105.6322000806,160.899670853,155.1963549924,271.98272375690004,262.4390865679,119.6180185486,167.0560904468,159.229425605,165.3117156385,200.64597755350002,221.42145480140002
BS375YS,495.2636934129,494.7856727026,123.40471555970001,126.77211142,81.1511768742,84.41548728560001,99.817658811,98.0520331145,203.040430702,71.2518669248,171.05995662240002,9.2501015286,17.1924035135,0.0,415.7554214627,411.14708557830005,411.04120395990003,390.9359374726,272.1109125942,272.2589231664,149.1705475828,58.4487038811,51.1789117295,172.0208447368,172.2848031376,155.0777352685,154.97160510170002,119.0331841634,101.4941799061,99.621926946,87.1941341234,87.3131266699,102.64446190129999,142.53094989939999,143.1948848129,144.1401765152,430.3320394775,141.0788058724,120.4985633927,121.27136250539999,120.0236495374,120.9759005949,278.4339217531,372.01531479680006,373.5955233869,279.39536910140004,255.35377946620002,240.21022255100002,195.95064972909998,543.6545756025,68.8283336135,69.0328889467,361.8711846734,364.7923118815,362.3876061115,366.9014936039,360.0047104636,93.581579455,90.898499477,90.96790661770001,358.8590887509,363.37303838040003,360.23380995130003,23.1364384995,24.130135002699998,226.6081628126,202.9423162211,97.7578760831,98.0049953298,233.7142858428,179.37185007809998,167.3829315928,197.47294654200002,199.59952665240002,200.692891064,204.55868860340001,128.4562753784,163.7605250741,156.3160655344,152.4109973478,155.7486295372,106.982066441,116.6421485554,359.48586567859996,355.1349637995,284.4763819055,300.6703664962,139.4632412724,122.2431246123,109.3626008791,104.932163512,118.2869797295,210.4050440682,112.88024424720001,179.5422921434,90.09481822560001,71.0840346177,370.1994823235,412.06833022290004,153.7827981045,152.0899349521,132.7420575767,102.1974476039,178.20454251750002,178.19907445270002,70.7800599245,129.05291581260002,169.1834783395,85.64685819629999,115.4460093804,41.2610849243,96.1474688624,156.26554807210002,166.56986763929999,119.54065785910001,121.7444743848,120.8488923625,98.9627765892,148.5907463027,142.8874304421,265.3133624026,255.7697252136,107.30903186120001,160.3867290925,152.5600021136,158.6422921471,193.9766161992,214.75203131
BT294JT,632.0027199471,631.5247613739,437.10150369990004,445.69065289580004,343.2180622131,340.580280181,346.41824713730006,347.1622146356,338.2129809452,510.67077376919997,534.3593004022,419.6657091657,424.1146012515,417.1497158496,0.0,17.7185183392,17.612574583700003,27.074377212,408.8500012655,408.9980118377,436.7976532809,389.58644393480006,375.7239676103,262.98713578990004,263.2510320536,461.9145875687,461.8084574019,465.5259336836,360.66473073980006,370.3803012845,368.5398625196,361.6331995804,349.2450502276,304.1455080879,479.86127333909997,478.3397221714,567.0711281488001,352.9171664263,347.2466589545,349.22622268630005,346.516237344,348.9306986387,415.17301042440005,61.3325488292,62.9917958105,437.51974852,413.47815888480005,398.3346019696,375.24948871469996,680.3936642738,340.9222827794,340.89295406819997,498.6102112076,501.53140055280005,499.12669478280003,503.64058227519996,496.743861272,500.503777193,497.820697215,497.8901043557,495.5981152851,500.1120649146,496.9728986226,395.331764475,396.5652480471,384.73260436830003,494.6917835445,357.5586835221,369.0088733504,182.9582170788,408.5412420156,389.8379127785,346.8558165955,350.44566327380005,339.88328833030005,342.9484493362,422.5530959285,297.9839311148,293.0550920686,294.4392581082,499.7205390475,405.802487196,417.3343873108,496.22495434990003,491.87405247080005,442.6007613241,458.79474591480005,358.4739630051,393.00149895080006,391.62578355680006,389.79298765519997,400.00503362890004,496.74187288480005,454.23102446819996,316.2813808147,389.751852895,411.9842587266,506.93857099480005,548.8074188941999,560.7049958425,559.0121326901,539.6643174518,489.3250643546,314.9436311888,314.938163124,441.40151529409997,492.35232172950003,344.3201258187,352.7323085538,478.74541529730004,417.46214118840004,483.2750856131,480.2989670715,486.437180495,306.9966067843,300.8753567891,305.35413682,312.06084257140003,501.7705041136,502.2316856698,423.4377418212,413.89410463219997,454.10774446180005,297.1258177638,289.299152922,289.6471828191,338.562688544,372.8764107286
BT39JN,627.4275652741,626.9496067009001,432.5262868898,441.11549822280006,338.6429075401,336.005125508,341.8430924643,342.5869978255,333.63782627219996,506.0956190962,529.7841457292,415.0905544927,419.5394465785,412.5745611766,17.408640621500002,0.0,0.3615136478,31.226378234000002,404.2748465925,404.4227950276,432.22243647080006,385.0112892618,371.1488129373,258.4119811169,258.6758773806,457.3393707586,457.2333027289,460.9507168735,356.0895139297,365.8051466115,363.9647078466,357.0580449074,344.6698334175,299.5703534149,475.2861186661,473.76450536130005,562.4959113387,348.34188747909997,342.6715042815,344.6510058762,341.94102053390003,344.3554818286,410.5978557514,60.908525258800005,62.567772240100005,432.944593847,408.9030042118,393.7593851595,370.6743340417,675.8185096008,336.3471281064,336.3177993952,494.0350565346,496.95624587980006,494.55154010980004,499.0653654651,492.16864446190004,495.92862252000003,493.245542542,493.3148875456,491.0229606121,495.53691024159997,492.3977439496,390.75654766490004,391.990031237,380.15744969530004,490.1166288715,352.983466712,364.43365654030003,178.38300026870002,403.9660873426,385.2627581055,342.2805997854,345.8705086008,335.30813365730006,338.37323252609997,417.9779412555,293.4087764418,288.4799373956,289.86410343520004,495.1453222374,401.2272703859,412.75923263780004,491.64979967690005,487.2988356607,438.0256066511,454.21959124180006,353.898746195,388.4262821407,387.0506288838,385.2177708451,395.4298168188,492.1665939376,449.6558076581,311.7061640046,385.1766360849,407.40904191650003,502.36341632180006,544.2322020841,556.1297790324,554.43691588,535.0891006416999,484.7499096816,310.3684765158,310.363008451,436.826298484,487.7771670565,339.7449711457,348.1570917437,474.17026062430006,412.8869243783,478.6999309401,475.7238123985,481.862025822,302.42145211129997,296.30020211609997,300.77892000990005,307.4856257613,497.1952873035,497.6564688597,418.8625250111,409.3188878221,449.5325897888,292.5506009537,284.7239361119,285.07202814609997,333.987533871,368.3012560556
BT39PF,627.32373418,626.8458377439,432.4225179328,441.01172926580006,338.5391385831,335.901356551,341.7391992331,342.4832288685,333.5339951781,505.9917880021,529.6803146351,414.9867233986,419.4356776215,412.4707300825,17.3048095274,0.36362630920000005,0.0,31.122609277000002,404.17101549840004,404.3190260706,432.11866751380006,384.9075203048,371.0450439803,258.3081500228,258.5720462865,457.2356018016,457.1295337719,460.8469479165,355.9856828356,365.7013776545,363.8609388896,356.95421381330004,344.5660644605,299.4665223208,475.1823497091,473.66073640430005,562.3920802446,348.23811852209997,342.56767318740003,344.5471747821,341.83718943980006,344.2517128716,410.49402465730003,60.8046941647,62.463941146,432.84082489,408.7992352548,393.6556162025,370.5705029476,675.7147406438,336.24329701230005,336.2139683011,493.9312875776,496.85247692280007,494.44770901569996,498.9615965081,492.06487550490004,495.8247914259,493.141773585,493.2111185886,490.91912951800003,495.43314128459997,492.2939128555,390.6527165708,391.88626228,380.0535564641,490.0128599145,352.879697755,364.32988758330004,178.27923131170002,403.8623183856,385.1589270114,342.1767686913,345.7667396438,335.2043025632,338.26946356909997,417.8741722985,293.3049453477,288.3761684386,289.7602723411,495.0415532804,401.1235014289,412.65546368080004,491.5459685828,487.1950045666,437.921775557,454.1157601477,353.794977238,388.3225131837,386.9468599268,385.1140018881,395.3260478618,492.0628249806,449.5520387011,311.6023950476,385.0728671279,407.30527295950003,502.25964736480006,544.1284331271,556.0260100754,554.333146923,534.9852695476,484.6460785875,310.26464542170004,310.2591773569,436.722529527,487.6733359624,339.6411400516,348.0532606496,474.06649166730006,412.7831554213,478.5961619831,475.6200434415,481.758256865,302.3176210172,296.196371022,300.6750889158,307.3818568043,497.0915183465,497.5526999027,418.7587560541,409.2151188651,449.4288208318,292.4468319967,284.6201671549,284.968197052,333.8837027769,368.1974870986
BT635QD,607.2159200716,606.7380236355,412.31476596150003,420.90391515740004,318.43132447470003,315.79354244259997,321.6314472618,322.3754147601,313.4261810697,485.8840360308,509.57256266380006,394.87897142730003,399.3278635131,392.3629159741,26.631339689,31.1975466196,31.0916650012,0.0,384.06320139,384.21127409930006,412.0109155425,364.7996440593,350.9371677348,238.20033591440003,238.46429431520002,437.1278498303,437.0217196635,440.7391338081,335.8779308643,345.5935635461,343.7531247812,336.846461842,324.4582503521,279.3587703495,455.07453560069996,453.55292229590003,542.2842661362,328.13036655080003,322.4599212161,324.43936067370004,321.7294374685,324.1438987632,390.386272686,483.96760359259997,485.54787431980003,412.7330107816,388.69142114640005,373.5478020941,350.4627509763,655.6069265353999,316.135545041,316.1062163298,473.8234734692,476.74466281440004,474.33989490730005,478.8538445368,471.9570613965,475.7169773175,473.0339594766,473.1033666173,470.8113154096,475.3253271762,472.1860987471,370.5449645995,371.7784481716,359.94580449280005,469.9050458061,332.7718836466,344.222135612,158.1714172033,383.7545042772,365.051112903,322.06901672,325.65892553540004,315.0964884548,318.1616494607,397.7663581901,273.1971312393,268.2683543302,269.6524582327,474.933739172,381.0156873205,392.5476495724,471.43815447440005,467.0872525953,417.81396144859997,434.0079460393,333.6871631296,368.2146990753,366.8390458184,365.0062499168,375.21829589050003,471.95507300930007,429.4442867298,291.49458093920003,364.96505301950003,387.1974588511,482.15183325640004,524.0206811558,535.918195967,534.2253328146,514.8775175763001,464.5382644791,290.1568313133,290.1513632485,416.6147154186,467.565521854,319.5333259432,327.94550867830003,453.95867755890004,392.6753413129,458.48834787469997,455.5122293331,461.6504427566,282.2098690459,276.0885569136,280.5673369445,287.2740426959,476.9837042381,477.44488579430003,398.65100408280006,389.1073047567,429.32100672340005,272.3390178883,264.5123530465,264.8603829436,313.7758886685,348.0896729902
CA30PP,225.0863009594,224.6083423862,285.9728296848,282.63662664870003,198.38754251690003,195.7497604848,201.4536355793,202.19760307759998,112.50798088110001,365.840254073,389.528780706,274.8351894695,279.2840815553,272.3191340163,408.7248571461,404.11658339880006,404.0106396433,383.905373156,0.0,1.0225902547,263.5112622284,314.7034712973,307.4336791457,149.10890757960001,149.3728659804,288.62819651620003,288.5220663494,320.69535185029997,215.8341489065,225.5497815883,223.70934282340002,216.8026177471,204.2804386696,145.7996099078,322.108784464,320.5871711592,160.154647024,179.9693604317,198.3995971143,199.31742421840002,197.6691133667,199.02196230790003,8.2565914367,101.8379223433,103.4181930705,66.9817432757,87.0987536749,88.62154758460001,149.4605414285,273.4772452861,212.0508072988,212.0214785876,91.6937922199,94.61498156510001,92.2102757951,96.7241632875,89.8273801472,355.67325749680003,352.9901775188,353.0595846595,88.6816962974,93.1956459269,90.0564796349,250.5011826417,251.7346662138,95.5672947597,321.40539249200003,212.59407196409998,215.33711424359998,226.6837836633,205.65460063609999,186.9512092619,130.18567514560002,129.1097712591,115.235116063,111.6341468438,277.7225762323,118.6380543445,122.8831988794,130.40017241479998,341.96798803530004,260.9719053627,264.0294235053,89.3085353622,84.957571346,62.0138821307,69.9491626233,180.7498024077,237.17637864350002,246.7952638606,244.9624058219,255.1744517956,282.7031754828,309.40050477200003,127.98819660410001,244.92127106170003,267.1536768933,100.0221520071,141.8909999065,415.8744761463,414.1815508568,394.8337356185,344.4945446584,95.99610288679999,100.20067189539999,296.5709334608,347.52180203330005,158.30482555700002,290.0928922374,333.9148956011,272.63155935509997,338.444628054,322.5464160593,321.1876640936,158.1495449441,152.0282328118,175.6494028284,183.1056684171,344.0179531014,344.4791346576,83.68456857829999,96.6266080405,309.2772247656,113.77508062429999,122.89705545270002,121.73571305370001,140.0029019859,117.073752852
CA64SE,225.10910527509998,224.631208839,285.9956340005,282.65943096440003,198.4103468326,195.7725648005,201.476439895,202.2204073933,112.5307851968,365.8630583887,389.55158502169996,274.85793164809996,279.306885871,272.341938332,408.7477235989,404.1393877145,404.033443959,383.9282396088,0.9695251713,0.0,263.53406654409997,314.726275613,307.4564834614,149.1317118953,149.3956702961,288.65100083190003,288.5448706651,320.718156166,215.85695322220002,225.572585904,223.732085002,216.8254220628,204.3032429853,145.8224142235,322.13152664259997,320.6099754749,160.1774513397,179.9921647474,198.42240143,199.3402285341,197.69191768240003,199.0447666236,8.2793957524,101.86072665900001,103.44099738620001,67.0045475914,87.12155799060001,88.6443519003,149.48334574420002,273.5000496018,212.0736116145,212.0442829033,91.7165965356,94.6377858808,92.23308011079999,96.7469676032,89.8501844629,355.69606181250003,353.0129818345,353.0823268381,88.70450061310001,93.2184502426,90.0792839506,250.5239869574,251.7574705295,95.5900990754,321.42819680770003,212.6168762798,215.35991855929998,226.706587979,205.67740495179999,186.97401357759998,130.2084794613,129.1325755748,115.2579203787,111.6569511595,277.745380548,118.6608586602,122.90600319510001,130.4229767305,341.990792351,260.9947096784,264.05222782100003,89.3313396779,84.98037566170001,62.0366864464,69.971966939,180.77260672340003,237.19918295920002,246.8180681763,244.98521013759998,255.1972561113,282.7259797985,309.4232469506,128.01100091979998,244.94407537740003,267.17648120900003,100.04495632279999,141.9138042222,415.8972183249,414.2043551725,394.8564777971,344.5173489741,96.0189072025,100.2234762111,296.5937377765,347.5445442119,158.32762987270002,290.1156965531,333.93769991680006,272.6543636708,338.4673702326,322.5692825121,321.2104684093,158.1723492598,152.0510371275,175.67220714409999,183.1284727328,344.0407574171,344.5019389733,83.707372894,96.6494123562,309.29996694420004,113.79788494,122.9198597684,121.7585173694,140.0257063016,117.09655716770001
CB13EZ,486.88363555850003,486.40567698530003,40.4273293165,37.091126280400005,99.3475295124,98.9950878812,90.8039889479,98.0998786815,153.9378923061,160.126063958,114.8557069304,155.63112828110002,160.080082504,149.2997927508,435.6634647946,431.0551910473,430.9492472918,410.8439808045,263.7308547398,263.878865312,0.0,201.9659559688,194.69616381720002,191.92888806870002,192.1928464695,29.161189578400002,29.055121548699997,72.94093971410001,82.1143640613,68.6025895292,83.141925284,79.57544215530001,87.5402999075,151.9009138939,62.6417775262,61.120164221399996,421.9519816231,121.09501741560001,100.11075951170001,97.0429887476,98.3904317611,96.74752683710001,270.0538638987,363.6352569424,365.2154655325,224.78325832270002,200.7416686875,185.5981117723,141.4007381875,535.2745798852,123.2378774462,123.20854873500001,333.54778961430003,336.4689789595,334.0642731895,334.9904888021,351.6247147463,228.7245524386,226.04147246059998,220.11253678990002,350.4790308965,354.992980526,351.853814234,131.2971214533,132.5306671625,171.99611417100002,60.101426466899994,78.9297755492,77.0365202493,253.6223913118,93.1494159245,103.317220283,148.3992397605,150.5258198709,151.5904148052,155.4562123446,40.4259623003,183.668568406,176.22410886629999,172.3190406797,82.5010432346,45.4337776006,33.086328048300004,351.1058078242,346.7549059451,229.8642711268,246.0582557175,103.0279099454,48.1148691914,56.330947238899995,59.9788921057,48.387091826500004,62.1515158072,59.352053040899996,176.6516121143,77.0786492031,81.7527882764,361.8194244691,403.6882723685,288.92577108809996,287.2328457986,267.8850305603,138.7803545434,198.1125858494,198.10711778459998,92.973878617,96.3182837503,124.1682562445,234.2825296223,95.60153230179999,113.20888736910001,132.7303758019,63.0794712586,61.7207192929,138.86107063629998,141.6525177167,140.7569978315,131.24542338610001,84.5510083007,85.0121898569,210.70125162390002,201.1576144349,60.008780050800006,180.2947724244,172.4681075826,178.55039761609999,152.8814373319,160.1399826684
CF313BG,537.0537514695,536.5757307591999,177.451751551,180.8191474113,122.9412349308,126.20554534220001,141.6077168676,139.8421533082,244.8304266215,125.3184761026,225.10699261370002,53.727029926300006,51.9436330192,58.099431242,387.8213153351,383.2129173136,383.10709783230004,363.001831345,313.9009706508,314.048981223,201.7339360374,0.0,12.964533092400002,175.28900764840003,175.5529039121,209.12477125979999,209.018641093,173.08022015470002,143.28423796270002,152.9998706445,135.5113217124,138.37360508679998,144.4345199579,184.32100795600002,197.24192080420002,198.1872125065,472.1220975341,182.868863929,162.2886835864,163.0614826991,161.813707594,162.7659586515,320.2240419468,413.8053728534,415.38558144350003,321.185427158,297.14383752279997,282.0002806076,237.7407077857,585.4446336591,110.61839167010001,110.8230091404,403.66124273,406.5823699381,404.17766416809997,408.6915516605,401.79483065730005,128.4406789663,125.75759898829999,125.827006129,400.6491468075,405.163096437,402.023930145,71.4536882256,72.4473225917,268.39822086920003,256.9894143495,151.3813234637,151.6284427104,205.7801797152,227.42278019359998,215.4338617083,239.26294246150002,241.389584709,242.48294912059998,246.34874666000002,182.50331136970001,205.5505831307,198.106123591,194.20105540440002,209.7956655285,159.54545489560002,169.20553701,401.27592373519997,396.9250218561,326.2664399621,342.4604245528,181.25329932900001,175.6210061737,161.92598933370002,157.4955519666,170.850306047,262.9684325228,166.9272802385,221.3323502,124.2579200798,121.63343538710001,411.9895403801,453.8583882795,188.6418976158,186.9490344634,167.601157088,156.24448359520002,219.9946005741,219.9891325093,124.8270959158,183.0999518039,210.9735363961,30.450907226,169.4931075088,95.3081209156,150.19456699079998,210.3125840634,220.61690363059998,161.3307159157,163.53453244140002,127.9852761604,140.7528967829,202.637782294,196.93446643340002,307.10342045920004,297.5597832702,161.3561299896,202.1767871491,194.35012230729998,200.4324123408,235.76667425579998,256.5420893666
